Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,1498.276493,1876.504224,2196.714337,2860.280688,3432.705941,4257.912574,4844.656251,5713.963017,7235.516837,8480.761995,9483.102968,8544.098311,7813.651595,7988.178239,7198.70804,7760.834508,11271.33304,14554.35208,16397.95019,16813.74145,18326.92852,18315.31561,18768.8265,16797.35739,18124.10076,21665.83081,21422.46222,19145.61441,20496.5798,20170.32276,19004.00345,19275.43281,20652.84127,24706.29193,28416.77767,28985.39087,31902.50475,36070.91982,40863.25732,41097.55636,40193.66603,44010.33322,41471.65588,42827.80827,43364.88285,nd,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Grenada,GRD,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,591.2406691,758.3714848,884.2038005,939.4500788,970.3437912,1022.973538,1054.491109,1118.447785,1283.304584,1438.011614,1682.712285,1881.783479,2199.488667,2295.976262,2504.487796,2581.401578,2545.820627,2633.499771,2755.990307,2923.249453,3015.483221,3364.344384,3742.366572,5117.539563,5109.958715,5292.232379,5773.299151,5836.120212,6754.381175,6764.722867,7322.526171,7946.638501,7394.946318,7365.666659,7410.76108,7583.546476,7956.141842,8570.663396,9212.020352,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Guam,GUM,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea,GIN,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,368.0638254,379.8169354,429.7367943,421.945806,441.925744,473.5100491,486.5106787,458.2536496,448.9177672,469.7619073,476.2003677,454.1618447,422.2820159,400.2715164,340.414229,316.3823077,323.6278426,371.3209593,387.3679616,303.7609661,296.1745763,407.2065722,433.0747552,430.1999535,430.0564739,447.7909893,487.3457142,521.5389059,539.615775,531.3205952,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea-Bissau,GNB,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,110.6076115,108.351588,118.8196838,118.9258951,129.1224655,139.9977651,141.9094789,142.7360884,149.7085677,142.120157,130.1984392,178.479157,186.9972802,180.8703739,149.8076551,152.2383441,134.8030657,175.9979691,162.8351424,206.3745503,230.9791211,238.0602812,204.8627264,209.6835936,203.9803922,215.0663616,224.0417856,217.7111121,163.8000811,174.2967664,281.4036603,291.9505319,303.0118619,339.8607487,370.9340773,401.147289,395.9779939,455.4358578,553.4750996,517.1669404,517.8891758,660.5867204,580.6429369,584.2820032,615.9396826,572.9884285,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Guyana,GUY,301.6813386,319.3085821,324.6115293,283.9886259,306.354383,327.8631292,345.3039901,372.2941707,337.8338637,362.5348647,385.0129608,400.7467914,400.7101389,425.9113979,594.2734868,668.4865262,605.1067365,590.0491183,655.7970686,678.5923086,766.8309997,724.0533625,613.6484584,627.0553898,565.9258676,592.761939,667.8831065,475.8670372,563.0912458,522.9413948,550.5930501,469.2787191,513.1976056,614.3454504,747.8602024,855.416352,966.0541821,1020.827044,973.1657568,938.618364,960.1867601,936.9162239,972.2164996,999.1816472,1058.958515,1110.957717,1961.055623,2334.021042,2569.988506,2698.058991,2998.941274,3408.731903,3759.383547,3928.87895,4028.163991,4127.351018,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Heavily indebted poor countries (HIPC),HPC,89.51273018,92.67322023,95.41466512,100.2059635,106.8179521,117.0698568,123.6329481,125.2763314,125.2609609,131.8991491,137.1762423,142.0000076,149.060937,172.5074474,207.4338859,232.0358453,246.9049156,279.547801,302.510145,340.6338304,355.1569971,354.3425896,340.0236634,319.9009868,323.5656527,334.7107692,374.0839945,405.3904656,388.5207587,361.9307932,357.7059787,358.621918,318.0192008,307.2996062,275.3783433,305.6107197,311.0682337,317.5021331,318.273038,310.1363072,327.0457016,302.2903169,319.376926,353.030388,394.4076816,443.2097504,514.7871167,595.7147639,697.9932897,684.5720467,736.7731151,801.4957257,840.2304909,885.3869775,911.8378585,872.6199597,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,High income,HIC,1397.535193,1456.695932,1552.991058,1651.287918,1780.530973,1911.034429,2073.62345,2202.630592,2365.597747,2568.697127,2795.180292,3070.40089,3524.549662,4224.048296,4717.768921,5211.058654,5630.869,6323.422045,7508.147743,8610.071586,9540.190353,9608.306465,9445.635471,9681.616735,10031.12193,10474.44859,12621.26182,14515.70881,16235.15306,16884.86705,18840.3573,19765.14716,21130.86256,21152.44873,22506.89781,24727.31207,24772.84886,24235.2411,24135.66531,25185.59362,25523.12351,25117.26651,26016.98615,28992.51324,32053.10553,33643.8534,35258.99249,38263.95124,40293.58328,37466.28562,39007.9883,41818.55003,41651.75917,41798.89309,42411.67153,39716.78283,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Hong Kong SAR, China,HKG,429.4428744,436.7544115,487.8211341,565.7278104,629.5915258,676.8055071,685.9266141,723.2392256,714.4829696,825.5234491,960.0319615,1106.469717,1384.738437,1893.181242,2166.181451,2252.111881,2850.01461,3429.420276,3923.943731,4569.453707,5700.412634,5991.320261,6133.784079,5595.235139,6208.226159,6542.931537,7435.030698,9055.106267,10609.74564,12097.77516,13485.54489,15465.85886,17976.42938,20395.51737,22502.57974,23497.49231,24818.15455,27330.03335,25808.97095,25091.6666,25756.66378,25230.21633,24665.89,23977.01945,24928.10037,26649.7508,28224.21506,30594.01784,31515.66277,30697.34038,32549.99823,35142.48793,36707.77423,38352.53492,40215.48965,42327.83996,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Hungary,HUN,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,3340.349589,3724.05886,3862.530005,4161.029843,4481.414063,4513.344519,4584.646592,4739.817329,4793.609917,4623.406712,5270.805364,6650.644003,8396.253023,10259.52606,11161.72441,11398.76584,13842.60549,15669.25929,12967.16543,13025.7948,14048.87958,12834.32349,13613.60147,14117.97668,12363.54346,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,IBRD only,IBD,nd,nd,nd,nd,nd,nd,179.924436,183.0291066,187.9595415,204.6132118,217.1556706,230.952961,258.770032,325.6694152,398.8911861,419.2987504,441.5878463,490.1982371,514.4840407,612.5022267,719.4823961,761.4792433,732.192824,753.8123785,745.6616371,774.6133038,793.1146336,794.3170603,852.0777237,903.01505,1008.349176,1072.408872,1054.510049,1116.419145,1205.870246,1333.944567,1435.715615,1499.096615,1435.305701,1376.402314,1478.730854,1481.829665,1487.379678,1661.357474,1955.481372,2312.238369,2712.970309,3335.507638,3965.499623,3806.980144,4580.091314,5363.53159,5609.657317,5877.948778,5979.654432,5566.301275,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Iceland,ISL,1414.982269,1418.12587,1562.23073,1831.705656,2297.920643,2723.52095,3215.694178,3125.649492,2354.480027,2039.196295,2597.387272,3278.648772,4047.619079,5481.730285,7098.028334,6506.866773,7645.18209,10038.54253,11328.46765,12743.83419,14942.814,15260.8281,13823.67322,11767.09307,12057.17284,12462.09879,16539.98028,22636.4869,24651.58933,22617.49166,25592.14715,27021.79826,27345.70609,23772.29122,24214.70973,26851.01722,27897.00172,28016.7524,30901.04929,32187.44551,31737.47061,28516.04796,31864.57508,39019.68632,46921.1256,56445.53614,56097.11509,68344.56016,55229.61076,40362.04159,41620.06745,45970.89368,44258.84279,47493.24904,52036.73181,50173.33992,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA & IBRD total,IBT,nd,nd,nd,nd,nd,168.9815411,168.7055196,171.5358505,175.7444732,191.2169219,205.3924013,215.4071472,238.0602211,294.7341166,364.7800443,388.8873934,407.6929902,449.1669533,472.6840742,559.9376057,656.4899501,690.7040661,661.6690976,669.5327918,660.3642925,683.3219266,700.6123499,707.7378083,749.0837868,780.6598078,865.1199933,914.9294598,896.3773597,939.4401301,1005.282312,1112.090364,1195.219203,1243.432887,1190.254503,1143.175276,1226.550287,1222.678816,1228.908522,1368.966262,1603.548818,1886.180709,2208.178883,2694.386154,3195.329525,3063.103031,3685.608289,4290.721733,4481.917018,4691.677791,4776.817288,4446.960609,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA blend,IDB,96.46449469,100.8268711,104.4592065,105.9997159,113.1240285,123.0568151,129.2859182,127.8557778,129.5605228,143.7846782,191.0670646,173.0298944,187.5529742,193.3328653,275.5375408,307.7527752,360.4066836,366.9086288,376.9300943,451.7483354,562.1371929,574.1954341,529.7169517,435.4068803,405.3745059,390.9793178,407.8841663,463.593885,436.5296211,370.3368431,385.4107293,400.4425532,398.2914936,375.0287118,376.7921689,435.9803304,472.8990399,473.7989737,449.0898646,460.9759863,506.9302904,484.8965656,515.2012932,573.2833425,671.2001252,773.8507474,930.077683,1041.182691,1239.282862,1161.692459,1610.664419,1823.454306,1964.197477,2097.792278,2228.480152,2083.319217,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA only,IDX,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,327.3721655,330.3879608,315.6230899,300.1010595,301.3782179,314.8169439,329.9077921,345.1476251,336.4788677,322.7111343,329.832601,325.8392305,302.3992338,287.8349471,269.0839901,300.5425284,323.7903531,332.4421566,333.8434118,327.9711095,348.976243,334.4127009,345.5421646,379.8938416,418.5495917,466.2306195,532.3466184,619.0400825,729.7646778,732.8092164,812.0619168,887.4586674,922.0124585,980.3826042,1032.902342,1020.303038,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA total,IDA,91.30664035,95.48905768,98.84441809,101.6469992,106.9308431,116.5775122,122.6625445,124.4948208,125.9754216,136.7631051,157.1321113,152.5114591,154.5477234,170.4661057,228.1637801,267.691484,273.4672269,287.8791044,309.6172331,356.5024069,414.641989,421.097746,395.1143236,349.6949603,339.0411959,341.9072125,357.5525334,388.9884242,372.9753538,338.5278435,348.6690304,352.3485521,337.513785,319.4857831,308.8171156,350.5643213,378.7311321,384.1744613,375.4175268,376.2345079,406.403135,388.9225743,406.8723043,449.5904768,509.5418598,576.8069912,675.1214095,769.9885369,911.6843536,884.3914381,1099.421371,1224.477275,1297.392328,1382.35976,1462.542368,1400.849206,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Iran, Islamic Rep.,IRN,191.68086,196.9246613,203.4363379,208.1308234,221.3192341,248.3386544,264.9768357,287.0792001,318.9875642,350.9096251,384.9421659,468.9641952,570.378123,876.32926,1453.806615,1581.892588,2017.096806,2315.14873,2167.858347,2426.186567,2440.30552,2499.418545,3008.638723,3585.492831,3572.094053,3810.120706,4249.407782,2619.832583,2320.273076,2201.440336,2222.094543,nd,nd,1083.856647,1207.393298,1598.498218,1963.962592,1824.864744,1733.475866,1757.453132,1664.26127,1899.020425,1900.047731,2240.807121,2649.913586,3135.187408,3646.844407,4705.38822,5476.158422,5437.81879,6299.918738,7874.484792,7710.513314,6631.29827,5442.874771,nd,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Iraq,IRQ,231.0256806,245.0319228,254.7014337,250.7870782,288.1634462,nd,nd,nd,312.8221761,313.8174456,330.8852351,376.8898904,388.1045067,468.8419819,1018.074003,1151.818123,1471.208047,1592.017935,1847.877598,2852.369479,3911.54243,2735.600507,2950.291594,2738.305982,3078.151312,3099.881326,2956.964233,3474.335257,3752.200221,3850.3473,10291.8602,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,1391.609582,1848.968201,2350.194236,3125.580302,4512.985144,3725.675441,4487.366289,5828.764749,6614.584821,6879.69779,6484.529337,4943.760388,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Ireland,IRL,685.6147124,739.2764064,797.0062884,852.1353017,965.1354227,1023.773726,1074.506506,1152.004952,1124.516636,1291.34992,1487.985434,1705.618074,2082.523978,2426.667875,2519.417979,2976.342277,2922.472196,3430.464443,4404.340613,5435.335102,6378.743587,5992.077411,6166.734535,5921.095072,5697.659835,6017.684218,8120.198395,9591.394593,10726.47403,11186.87525,14045.18673,14101.14718,15729.93428,14671.56488,15918.66592,19177.41416,20856.29655,22540.26314,24271.20898,26308.41129,26241.91849,28223.53681,32539.01937,41107.15645,47631.06462,50886.82729,54326.09801,61388.17383,61235.40063,51983.78818,48541.47764,52564.25548,49231.36162,52034.76822,55503.32726,61133.67243,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Isle of Man,IMY,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,12672.68506,14034.30662,15997.93705,18470.17821,20657.43693,20358.66729,20804.49555,24229.51035,28678.84529,34634.052,36980.11308,41232.92064,69414.12207,70433.64819,60419.27194,64275.01244,71312.15947,74999.20762,78119.05987,85258.07616,nd,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Israel,ISR,1229.174748,1436.384439,1094.635848,1257.811405,1375.892256,1429.314605,1513.883606,1468.123862,1647.877274,1852.392539,2107.487111,1906.728576,2381.273825,2956.680903,4141.619781,3770.815244,3498.407869,3982.839745,3785.270206,4700.475436,5643.29703,5879.321661,6087.656057,6685.159579,6261.999323,5698.473656,6909.105354,8120.218481,9881.42812,9871.574095,11264.01874,11956.0086,12838.4182,12530.99864,13830.287,18028.63557,19285.68194,19627.13822,19400.1012,19136.71157,21052.10432,20306.19646,18431.15696,18946.99942,19888.172,20611.17931,21905.01769,25008.6037,29657.44201,27795.87671,30661.99004,33657.15727,32569.59683,36393.66932,37582.84624,35728.0935,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Italy,ITA,804.4926233,887.3367446,990.2601522,1126.019337,1222.54454,1304.453817,1402.442354,1533.692877,1651.939377,1813.388126,2099.914303,2298.004545,2662.326357,3194.679293,3609.201208,4093.44662,4019.795878,4588.414364,5591.991448,6967.227798,8429.023181,7597.688826,7531.597653,7806.739036,7714.185232,7964.328666,11277.69171,14187.7743,15692.72629,16332.60955,20757.08875,21884.10445,23166.80415,18676.95264,19273.84424,20596.38865,23020.09914,21779.62444,22252.35771,21936.8226,20051.2426,20400.8109,22196.50736,27387.2258,31174.56118,31959.26215,33410.7482,37698.78573,40640.18465,36976.84512,35851.50807,38332.30037,34814.12436,35370.27441,35365.10412,29957.80432,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Jamaica,JAM,429.1279261,452.82526,463.3468789,484.2889658,517.6104179,552.3525893,615.065161,636.4161733,594.3300923,645.7067625,751.6190856,812.3243071,973.9693906,974.3556261,1196.00869,1420.969342,1455.556235,1577.983379,1271.182202,1152.505463,1256.169458,1377.728073,1496.992541,1615.179454,1041.083801,908.7547703,1179.281692,1398.361079,1624.643836,1854.802332,1921.432664,1692.081517,1457.213633,1990.87193,1995.06399,2330.356939,2591.49217,2940.0639,3409.874974,3416.774615,3448.448874,3487.900025,3706.777706,3581.160016,3853.61404,4238.315843,4487.499707,4816.59587,5119.344953,4489.84173,4902.672692,5348.638529,5466.579083,5259.042342,5108.357038,5232.024583,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Japan,JPN,478.9953402,563.5867598,633.6403152,717.8669152,835.6572525,919.7766882,1058.503561,1228.90921,1450.619652,1669.0982,2003.647047,2234.261666,2917.658976,3931.301627,4281.359928,4581.574389,5111.295149,6230.335688,8675.013997,8953.59152,9307.839295,10212.37814,9428.87465,10213.95828,10786.78618,11465.72578,16882.27395,20355.60522,24592.77201,24505.7673,25123.63179,28540.77148,31013.64715,35451.29751,38814.89438,42522.06659,37422.86414,34304.14897,30969.73803,35004.06127,37299.64413,32716.41867,31235.58818,33690.93773,36441.50449,35781.17005,34075.97895,34033.70125,37865.61803,39322.60473,42935.25272,46229.97239,46701.008,38549.67801,36152.69002,32477.21514,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Jordan,JOR,nd,nd,nd,nd,nd,535.660878,543.4411465,478.4528267,389.9880489,449.9038518,386.517243,389.8156328,435.2269362,503.6970218,620.4622046,686.6278678,837.9791124,1002.319855,1212.463206,1481.383937,1714.424676,1853.468361,1900.376853,1915.612428,1855.663059,1794.47918,2219.56856,2265.194018,2033.651034,1315.154921,1238.666707,1227.653003,1418.645436,1416.610681,1501.328584,1557.222359,1557.595151,1593.841076,1711.763252,1736.686466,1774.088393,1850.058147,1939.773415,2021.460782,2205.795843,2360.530244,2722.666078,2970.889056,3655.858124,3800.675929,4054.270668,4266.077022,4423.117355,4656.219807,4830.976915,4940.045836,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Kazakhstan,KAZ,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,1647.463231,1512.485066,1515.104059,1433.461534,1320.321622,1288.239052,1350.333866,1445.569414,1468.701798,1130.113592,1229.000958,1490.926751,1658.031146,2068.123657,2874.288291,3771.278957,5291.57565,6771.414797,8513.564645,7165.27705,9070.649972,11634.42422,12387.18982,13890.85601,12806.56511,10509.98107,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Kiribati,KIR,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,279.3083282,293.7068912,358.4901832,591.5615656,1574.733816,998.4197102,734.3625848,682.0040383,784.0251513,728.4377692,652.4360388,687.9259033,666.0111319,612.6592914,657.1208354,501.9083899,489.7138463,499.6690296,621.8468858,580.2706864,549.7719777,644.7283411,638.4384115,619.6300235,715.1391327,724.8192799,842.9591391,842.2182266,801.1040397,832.0247088,796.7937634,734.9492461,826.585504,1015.072861,1130.565346,1214.504048,1151.592269,1357.646308,1413.345412,1297.31094,1493.218696,1692.516244,1763.699696,1724.21876,1684.321292,1424.280879,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Korea, Dem. People’s Rep.,PRK,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Korea, Rep.,KOR,155.5968577,91.48062002,103.569461,141.7270616,120.0012624,105.1262372,129.3008282,156.0767884,193.1149376,236.9905308,291.8590112,316.8310915,339.2753501,426.3040608,588.7907132,646.1749485,874.639813,1105.569916,1468.081061,1857.819037,1778.48024,1968.868622,2075.941819,2268.18078,2474.471196,2542.04198,2906.168843,3627.601544,4813.284872,5860.40382,6642.451218,7675.693138,8140.218706,8869.020761,10275.27753,12403.91322,13254.6374,12196.76978,8133.731245,10432.2108,11947.57725,11255.94789,12788.58018,14219.19359,15921.9392,18657.52125,20917.03024,23101.51023,20474.88685,18338.70637,22151.20889,24155.82985,24453.97191,25997.88105,27989.35399,27221.52405,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Kosovo,KSV,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,1087.762401,1490.361033,1587.505829,1969.562713,2135.332847,2190.552079,2371.662079,2788.479464,3254.860674,3209.694109,3283.211938,3736.840999,3600.887,3890.300665,4073.819117,3561.574731,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,nd,nd,nd,nd,nd,4349.998225,4482.460819,4168.255055,4166.527801,3991.39377,3831.039956,4803.033051,5135.525099,5835.341819,13159.17111,11438.62916,11772.39312,11969.90665,12424.61208,18812.14292,20687.48221,17252.11061,14206.73979,13156.83301,13087.05961,12356.57958,9819.916561,11661.27088,10332.57155,11833.92178,8950.598095,5484.897777,nd,nd,nd,16610.36902,19228.20213,18001.0832,14687.60001,16254.403,19545.19345,17532.8578,18674.59853,22841.60249,27437.98242,35694.38171,42498.7402,45159.34147,54484.30051,36754.94587,37725.14121,47551.38297,50903.9046,48463.15167,43332.40625,29300.57558,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,490.9084017,643.090589,469.414551,279.1411246,149.3996488,173.021097,203.764751,235.1770442,250.7925767,287.2867049,325.4709822,363.0338308,377.2769302,344.6695077,247.8528545,276.7072611,324.0196947,326.0306989,319.5325358,362.6677396,418.1732543,476.1624042,591.3647725,710.9803378,900.4995535,947.9555257,1138.526082,1297.536874,1445.416201,1700.525305,1754.896196,1818.441373,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Late-demographic dividend,LTE,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,698.4323698,734.3290414,744.6954731,788.171884,828.4583348,860.6932763,934.1306389,1043.396251,1093.864506,1188.44234,1096.7687,1124.760304,1274.683111,1548.935667,1682.000664,1743.491844,1663.400947,1523.51152,1663.561624,1706.765123,1795.332998,2034.036065,2428.430343,2910.605699,3490.423229,4369.864589,5401.19098,5188.451204,6190.136641,7498.222266,7953.165207,8521.496847,8786.503737,8150.830351,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean,LCN,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,1933.084266,1931.808514,1820.687009,1844.407889,1846.474235,1908.320726,2138.014869,2293.404061,2618.417469,3165.09667,2932.718365,3321.163281,3749.981983,3931.940282,4159.915379,4481.00196,4442.893177,3949.742914,4300.831909,4132.405407,3654.179744,3713.430902,4230.862608,5056.52551,5853.302162,6818.018555,7831.239808,7272.812332,8913.852782,10013.18762,9983.319409,10114.56514,9952.102798,8363.562755,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (excluding high income),LAC,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,1862.220356,1885.83702,1766.886829,1798.624418,1798.082553,1847.297465,2073.900779,2223.908211,2550.078591,3106.442436,2837.783891,3232.289569,3655.271837,3802.821295,4026.320846,4335.416396,4289.719368,3782.599048,4131.847061,3959.777432,3473.34884,3517.892801,4003.059509,4805.169092,5570.395088,6531.267074,7551.793611,6997.986683,8613.19672,9686.307442,9628.678941,9736.476836,9608.194674,8019.332806,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,1889.661783,1884.083085,1759.480782,1784.792334,1780.292921,1837.691847,2065.346138,2222.57802,2550.151992,3122.18243,2883.505169,3279.20064,3702.319664,3880.092406,4121.220251,4443.003212,4390.69066,3870.104464,4219.55395,4029.821177,3529.957968,3581.868208,4101.499818,4934.264655,5727.866649,6703.130484,7732.046983,7154.71385,8830.597616,9946.010903,9906.617293,10030.95999,9866.239992,8284.729069,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,2329.270854,2429.591085,2682.316453,2977.148772,3151.325802,3352.731296,3572.80513,4132.349207,5134.905694,6351.080125,7558.742006,9667.9757,14044.01589,16348.53121,12219.37379,11329.89512,13798.2052,13799.24488,15033.15295,15710.16771,13648.54756,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Least developed countries: UN classification,LDC,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,259.784982,274.6991096,294.3794317,290.958961,294.3412077,294.8705591,290.4628958,259.6881229,251.8702861,239.339068,260.5851368,280.8886238,290.1451155,284.3883407,280.9983705,311.4735728,289.7888939,305.3749925,337.5783232,380.5710727,438.8663772,501.8678944,597.6982871,730.4264571,719.7223547,797.935118,889.0629503,921.1184743,972.0546333,1024.375332,978.8457956,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,1241.680566,1015.461203,1050.116686,1617.271918,1965.337127,2597.593354,3226.980227,3863.246637,4457.939837,5093.267689,5538.664275,5509.32025,5334.880244,5253.097584,5436.587507,5425.66907,5424.217944,5339.42388,5372.475056,6015.802129,7015.605178,8403.109316,8763.795964,8728.565912,8773.931956,8388.973293,8148.639167,8047.645086,nd
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,40.61407217,41.21115426,47.46421156,52.36208395,56.73456369,58.80401138,59.57415294,61.03246518,62.01099349,65.22907034,66.59170854,72.59645049,75.2508711,110.3623991,134.3860674,130.1556135,125.345694,159.9119051,214.7664704,227.702774,330.0905509,323.8531941,253.8104984,274.8751751,231.641902,183.0062988,213.2717926,264.9409241,304.5418108,315.55738,373.334844,432.6612159,500.514314,493.4237063,509.0958722,571.260198,531.7686313,553.920633,509.6848327,496.1708536,478.0106195,441.2032167,411.4482284,609.7779392,790.3783766,873.5655336,927.724499,933.3878516,951.164628,939.5069663,1189.776151,1375.196457,1295.960091,1199.874106,1203.695893,1066.985626,nd
