Series Name,Series Code,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Curacao,CUW,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,39.63855136,34.16163488
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cyprus,CYP,1.548907456,1.501421768,1.567877983,1.706874057,1.730108584,1.981919924,2.123850397,2.306975769,2.714294785,2.758794094,2.778849742,3.035850272,3.830496815,3.937739821,2.997151019,3.047579472,3.747721003,4.011215155,4.172170302,4.416493508,4.681349448,4.421643042,4.48493952,4.464387083,4.561958502,4.408573057,4.977944521,5.697846222,5.606477867,5.78090053,5.706585217,5.988846155,6.471499763,6.654944835,6.74121142,6.293225655,6.798626046,6.578700913,7.055029514,6.890302553,7.347318473,7.120558679,7.166472936,7.762732054,7.219733281,7.265914897,7.429896031,7.709723999,7.963819277,7.438338502,6.983907546,6.649993194,6.12734492,5.209883572
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Czech Republic,CZE,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,13.3903072,12.83965002,12.16751705,11.99069327,12.15467452,12.36529136,11.90396015,10.88847106,12.07688904,12.10978725,11.7437029,11.97368903,11.4518445,11.76245004,11.92582928,11.97251522,11.23765714,10.30797067,10.65257862,10.18548225,9.612683639,9.383496546
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Denmark,DNK,6.502683093,6.881260155,7.945107361,8.6898313,9.146392939,9.316576004,10.44901166,10.14930055,10.96131479,12.14297486,12.59965647,11.49722715,11.9488346,11.80161179,10.91676863,11.02376646,11.85490289,12.15458515,11.97392623,12.31219662,11.78401383,10.11194239,10.49196453,9.810842233,9.950133216,11.74744309,11.50329653,11.37930503,10.74325063,9.505090019,9.770698699,11.69331148,10.5045545,10.99825503,11.7169489,10.92454083,13.71465193,11.64768852,11.22730415,10.36266364,9.613175554,9.875092348,9.68193193,10.38827349,9.362701019,8.690076931,10.11291416,9.20201511,8.543351098,8.058895601,8.40721667,7.296383208,6.510865996,6.779623867
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Djibouti,DJI,0.482292314,0.497225957,0.506061571,0.655979806,0.783954863,1.05260823,1.134111404,0.669756398,0.861527399,0.562682216,0.872728867,0.95263624,1.064013571,0.943039636,0.947328144,0.883291254,0.79647171,0.713264799,0.654368894,1.079639201,0.970484177,0.802529071,0.905448572,0.886632494,0.870097803,0.848622098,0.837348249,0.800514864,0.665751262,0.695588841,0.548470654,0.510407268,0.497071267,0.487621536,0.468335595,0.460402435,0.463003675,0.475994831,0.451642378,0.443764318,0.471974723,0.499531391,0.536183747,0.55732724,0.530241883,0.532332742,0.520576317,0.578051792,0.615968351,0.563399208,0.622346841,0.561940931,0.606102203,0.704087888
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominica,DMA,0.18330112,0.180240845,0.177481285,0.233121424,0.229470753,0.22552969,0.221220119,0.325079046,0.318675589,0.261137697,0.36114863,0.358675908,0.357820929,0.35778103,0.408516801,0.40693013,0.403810153,0.349661495,0.345761662,0.440492239,0.486901332,0.486494375,0.536624628,0.539625418,0.592925958,0.647351983,0.652803834,0.658730378,0.766695009,0.823559136,0.827205053,0.828127426,0.826622334,0.875486272,0.924816455,1.130410414,1.030837995,1.140171858,1.09548332,1.154101456,1.473557313,1.579242033,1.470876429,1.674955037,1.616452186,1.663462902,1.608105814,2.17549262,1.862445507,1.859454891,1.958014248,1.79749867,1.892711167,1.833372682
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Early-demographic dividend,EAR,0.593741469,0.603813905,0.623761075,0.638212706,0.664659491,0.695583108,0.713590768,0.756977529,0.818364509,0.839415316,0.880749729,0.916856377,0.935123364,1.004080354,1.017604543,1.015130159,1.077154993,1.126801137,1.154724339,1.190509639,1.217589317,1.232866253,1.256180989,1.257276085,1.269342516,1.304457794,1.337223177,1.358429055,1.392266604,1.424836047,1.422710828,1.484463259,1.500382477,1.536983384,1.562595659,1.552538037,1.603926347,1.608239844,1.621738659,1.674716622,1.705910767,1.697705286,1.698154074,1.753867458,1.814716092,1.84767298,1.918397988,1.984453725,2.089113455,2.136898102,2.129653078,2.204856336,2.298269807,2.209092282
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,East Asia & Pacific,EAS,1.160747445,0.995575343,0.894870616,0.913702855,0.941852644,0.998137266,1.054895353,1.038934756,1.124813653,1.279921601,1.529004553,1.607643534,1.671020866,1.741731702,1.719698313,1.781618093,1.841998511,1.949000884,2.037016421,2.085621029,2.049285959,1.998414905,2.040300535,2.069179795,2.180307798,2.248170152,2.289270648,2.356228185,2.503581284,2.54156738,2.595276374,2.672477725,2.760958251,2.87865231,3.005780922,3.158317863,3.270400281,3.291956456,3.084558396,3.115341535,3.200533288,3.236798694,3.351259761,3.757229407,4.147271268,4.349677876,4.621242748,4.812520419,4.987337121,5.131722334,5.701795556,6.18353216,6.313852675,6.342882249
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,East Asia & Pacific (excluding high income),EAP,0.951224769,0.695531802,0.56166553,0.544652845,0.538980119,0.572069039,0.61412137,0.519691699,0.55309534,0.649660816,0.819427836,0.897566404,0.928040075,0.949974229,0.943258681,1.059111287,1.090231722,1.183220298,1.294480431,1.306003868,1.268969722,1.241670285,1.318179977,1.367584468,1.450917671,1.544047786,1.59375368,1.669789179,1.76055772,1.764724103,1.797924204,1.882821649,1.952493133,2.067402756,2.165114836,2.32997626,2.420036385,2.423994629,2.257153453,2.253903451,2.31317612,2.370552173,2.478391121,2.936038594,3.352602374,3.606791203,3.90913233,4.101138032,4.312981622,4.540136463,5.119726357,5.643858416,5.776054438,5.802840965
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,East Asia & Pacific (IDA & IBRD countries),TEA,0.949354013,0.694360734,0.560754346,0.543706637,0.53800068,0.571007768,0.612958879,0.518737256,0.552094493,0.648509354,0.817967927,0.895983665,0.926411362,0.948329697,0.941646339,1.057293341,1.088335143,1.181118257,1.292100293,1.303530716,1.266536787,1.239273704,1.315607519,1.364904638,1.448078443,1.541012953,1.590602118,1.666409399,1.756913276,1.761017642,1.794101345,1.878826612,1.948395268,2.0631201,2.16067251,2.325208369,2.415060063,2.41895439,2.252396489,2.246348883,2.30383506,2.36087131,2.472076364,2.935046827,3.356360485,3.612345146,3.918072703,4.119416187,4.330485955,4.560911728,5.150083344,5.690407775,5.82381638,5.850489548
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Equatorial Guinea,GNQ,0.087269698,0.08624853,0.085298907,0.098352427,0.096958182,0.108882926,0.093182561,0.090881411,0.10161378,0.150691405,0.126054898,0.231669094,0.32013852,0.111799207,0.205691803,0.261664708,0.272829127,0.282906441,0.323632969,0.289929958,0.26595952,0.299110478,0.291841258,0.228181655,0.27338778,0.209938074,0.244283824,0.28841213,0.299990409,0.321093662,0.320675318,0.516636312,0.535419879,0.245396251,0.084649709,0.294451433,0.252981606,0.611375553,0.339858562,0.921487805,0.856491667,5.637356172,8.772418191,10.25534109,8.607938621,7.528919929,7.365597676,7.204040865,6.562117562,6.533815076,6.421061876,9.014675371,7.535622938,6.790382922
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eritrea,ERI,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.274919779,0.295530001,0.316022179,0.265413977,0.176909452,0.180695382,0.172190987,0.172564423,0.159706979,0.184824489,0.189441072,0.182856855,0.130342391,0.131490396,0.092069391,0.111761081,0.109470529,0.12403081,nd,nd
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Estonia,EST,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,15.57605126,13.05673945,13.02054613,12.19581745,12.96252174,12.93833023,11.76694109,10.98012342,10.63625164,11.21670899,10.79350419,12.49335386,12.68399031,12.36701519,12.00996206,13.95488409,13.08183443,10.91432018,13.59968907,14.01673297,13.32400037,15.11041148
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Euro area,EMU,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,8.46986427,8.214904202,8.013785201,7.952881184,8.072233674,8.260981493,8.139024875,8.273354195,8.158280806,8.188751137,8.352462345,8.305138446,8.388874275,8.418184502,8.316867721,8.278690486,8.114704243,7.8933869,7.276094074,7.410864007,7.12257514,6.982779954,6.792530782
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Europe & Central Asia,ECS,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,8.999129651,8.534603583,7.973288138,7.900937278,7.944915125,7.63503784,7.61261655,7.540982478,7.596484636,7.68024701,7.649710949,7.849535183,7.872877574,7.849645624,7.979127155,7.923665449,7.827088781,7.158355681,7.536760788,7.486188051,7.468711908,7.272529986
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Europe & Central Asia (excluding high income),ECA,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,9.676938773,8.860044672,7.735411714,7.494791388,7.321361338,6.84079912,6.743972335,6.753399422,6.857593677,6.864156582,6.910958247,7.204377339,7.274486056,7.318440771,7.588189917,7.683045852,7.686710925,6.960547138,7.555028042,7.885887168,8.003464779,7.741759817
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Europe & Central Asia (IDA & IBRD countries),TEC,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,9.573072543,8.8307154,7.772530261,7.580209945,7.453712371,7.009937795,6.870288505,6.85503988,6.917044692,6.930157922,6.959999731,7.245306449,7.312410978,7.348303563,7.629895413,7.707956769,7.709665262,7.011016418,7.590180008,7.891957865,7.956022583,7.72422961
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,European Union,EUU,5.763853689,5.924028826,6.211182184,6.575924368,6.792270043,6.964296746,7.11811448,7.226742441,7.594536175,8.008621985,8.493249819,8.659202116,8.947012725,9.349127488,9.163127725,8.944503233,9.485156436,9.410811819,9.678327669,10.05195269,9.733559679,9.155621175,8.92944972,8.781005548,8.703018963,8.9053536,8.859731933,9.002477251,8.855838159,9.078394616,8.54031139,8.58289613,8.304845454,8.16409733,8.0361874,8.138832913,8.350573066,8.146495,8.150485991,7.979058228,8.001458404,8.155770331,8.083192997,8.206104889,8.18997176,8.11859966,8.149719379,7.996371846,7.792284819,7.149118319,7.345752305,7.054305944,6.906118118,6.714521135
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Faroe Islands,FRO,1.712251211,3.273164411,3.338093477,3.507116737,3.366466366,3.731237797,3.786164547,4.527403511,4.861074288,5.572948328,6.652240392,6.678731755,5.962601626,6.368402507,7.495612723,8.595450171,8.054620003,9.820662533,9.528989653,11.31150513,9.804812834,10.10216029,10.39281261,10.92028839,11.02393952,11.27938482,10.56704157,10.5672755,11.04957208,12.04419499,12.8262164,12.4307702,12.83379139,14.587086,12.99071749,15.46660922,13.64279395,13.27696944,13.81443071,13.75564861,14.82859048,16.22428316,15.45561831,15.64603029,15.93254059,14.94505244,13.98608391,14.18539476,12.97012071,11.8429021,12.9866782,11.72121175,12.19984295,12.30129214
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Fiji,FJI,0.494050328,0.414297363,0.547993719,0.55483164,0.944322592,0.743069388,0.677464526,0.729024351,0.793839086,0.849010809,1.000355408,1.0347046,1.067380727,1.13826702,1.186907706,1.08116311,0.823872427,1.281057671,1.167474087,1.35106614,1.252627287,1.661807155,1.256731558,1.04329804,0.83249758,0.814129722,0.842052305,0.660514739,0.765947175,0.870415553,1.122305545,0.917411883,0.970269994,1.010214245,1.068012684,1.120672136,1.140563355,0.929631877,0.879734704,0.995758183,1.066799142,1.369132232,1.024991081,1.055250506,1.384610591,1.659881726,1.644275372,1.440917951,0.595796282,1.252675928,1.85918749,1.834922699,1.824778816,1.940769143
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Finland,FIN,3.409846728,3.348877215,3.742567366,4.279630907,5.024189944,5.549837063,6.444050245,6.213386589,7.200890139,8.20434233,8.769643882,8.799132244,9.51830728,10.58429033,9.9520677,9.785017744,10.85124292,10.59729975,10.92339046,11.40345731,12.18667255,10.73140319,8.925664185,8.562246655,8.65558094,10.13132618,10.84333288,11.68994386,10.54993985,10.59243558,10.37716896,10.71047721,9.415521088,9.948375064,11.24602792,10.32014335,11.95863616,11.66057821,11.05828449,10.7295164,10.12847414,10.9967421,11.86067583,13.26109694,12.83267498,10.41643805,12.57063845,12.09848186,10.63715919,9.955194272,11.54314708,10.51112769,9.018538334,8.512553843
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Fragile and conflict affected situations,FCS,0.278660069,0.268907742,0.285447916,0.286483317,0.290438214,0.382196085,0.467471871,0.507439591,0.675343119,0.703112554,0.677856715,0.65737905,0.597935928,0.606862326,0.581323755,0.587671026,0.72421969,0.690606361,0.675960129,0.796548063,0.738911898,0.684264804,0.665271547,0.721594372,0.733548037,0.762377233,0.780255083,0.811236181,0.889272022,0.879774855,0.760347689,0.759666616,0.791208856,0.787739156,0.834744754,0.819072349,0.783059864,0.765106388,0.787091316,0.783879628,0.767308337,0.790886795,0.750365012,0.800544729,0.860371649,0.846658508,0.797848241,0.719093959,0.799356806,0.825239437,0.839926201,0.823862001,0.871842427,0.891648509
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,France,FRA,5.793507945,5.927130464,6.207578239,6.844149785,6.982957004,7.033701955,6.874765083,7.30642216,7.501194027,8.00297878,8.436868233,8.81155982,9.07734214,9.666680526,9.262230669,8.237752775,9.27004864,8.780463816,9.20614423,9.598217534,9.131853937,8.180155178,7.821404774,7.52548753,7.177923254,7.058284444,6.749452533,6.56706621,6.435519509,6.714180737,6.419668186,6.670624392,6.216012937,6.088322359,5.698798649,5.86337915,6.280524233,5.861894899,6.270231389,6.096279079,5.944438217,6.150669916,6.066113217,6.113288331,6.117212839,6.096464152,5.902923854,5.762833484,5.686513909,5.434219758,5.424920255,5.073814694,5.070931022,5.050482994
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,French Polynesia,PYF,0.469628472,0.726984363,0.569859182,0.76009627,0.732325922,0.902622003,1.251018298,1.393028161,1.489713208,1.509929065,1.75889625,1.988907454,1.829175086,1.70829962,1.710530269,1.628292974,1.959463571,1.980492126,2.179182426,1.916910502,1.933791249,2.112327189,2.096952444,2.546358636,2.690041491,3.348705539,3.360128617,3.291136366,3.014893909,2.793919145,2.514049503,2.341565192,2.090130512,2.041632069,2.079741379,1.993675651,1.973285541,2.015969857,1.95890183,2.125057951,2.395550161,2.811696978,2.888320709,3.098424373,3.02900191,3.222673844,3.201302909,3.140796817,3.208382628,3.191555016,3.201007218,3.073184869,2.973514748,2.967879002
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gabon,GAB,0.264452943,0.327297719,0.172630373,0.142057451,0.364044575,0.406287558,0.702902157,1.827444933,3.466904527,2.480128487,3.529552514,4.728986562,4.467655257,8.506676806,8.56417759,8.262784373,8.601600846,9.302746374,10.88381165,9.492897136,9.09753348,8.794800112,8.549847627,7.01234535,7.419420905,7.61150404,5.824804024,4.58752938,4.808124037,6.228749212,4.724934866,4.636922797,4.909540931,4.83904425,4.146320935,4.25614732,4.282468322,4.193282615,4.244929308,3.998161196,3.81126842,3.808290788,3.546988346,3.522074694,3.477805219,3.547824503,2.961875763,2.8579605,2.826624217,2.872924611,2.941807572,2.834006637,2.83862053,2.88187119
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gambia  The,GMB,0.049832984,0.058401639,0.066929144,0.075400314,0.074352684,0.073181744,0.080853639,0.079268966,0.086179141,0.109387334,0.106579056,0.119525938,0.139095288,0.127258809,0.123318536,0.190010939,0.18457744,0.206002649,0.245401777,0.250668626,0.260901003,0.252122997,0.248916233,0.239662522,0.24582761,0.235419865,0.210472764,0.223449077,0.217481555,0.203919668,0.207986161,0.208551959,0.202120851,0.207299245,0.20163376,0.203006157,0.197431374,0.192008953,0.202491629,0.215177883,0.223804444,0.222838238,0.241162553,0.233541799,0.231368576,0.22401013,0.226764113,0.257764784,0.258833628,0.266259849,0.279410774,0.249484449,0.261767974,0.263208415
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Georgia,GEO,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,3.146690058,2.026478386,1.25134791,0.486454584,0.880982431,0.979139818,1.105665099,0.975944975,1.026657085,0.859400875,0.777669956,0.877317601,1.018467138,1.209497375,1.486837282,1.572983097,1.282085112,1.486895676,1.415054763,1.776247484,1.923137778,1.988881356
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Germany,DEU,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,11.62264617,11.06332025,10.81424893,10.62839192,10.57946663,10.8602336,10.5111126,10.42527316,10.01775877,10.09563988,10.3662867,10.0586725,9.969354525,9.898682369,9.666372234,9.911476012,9.488039888,9.506321178,8.814655551,9.27568796,8.950379518,9.192323752,9.220590804
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gibraltar,GIB,2.214269125,2.355278249,2.48520309,2.443580631,2.402594566,2.049836601,2.331708351,2.608217229,2.729212322,2.700957525,2.82523012,3.247222669,2.934656476,3.357390231,3.047850867,3.459026058,3.000350658,2.970719852,2.660798167,3.471354462,3.312556459,1.926306705,0.824940947,1.375984991,1.239735547,1.653601894,1.515118507,1.788579147,2.609475655,2.603624813,5.329743227,7.354702124,8.680895136,8.780483312,10.36750505,10.07971413,10.34888579,10.76708508,11.31998089,11.71479455,12.20054111,12.49811458,12.48485826,12.57331212,13.41865895,13.74494498,14.20110745,13.91907961,14.13712652,15.19525109,15.15387869,14.63636656,14.71377619,15.49110971
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greece,GRC,1.128920482,1.169782628,1.20320119,1.445674897,1.553764446,1.991253557,2.165209851,2.249413986,2.553669959,2.903833843,2.748329714,3.149595925,3.552052128,4.17251217,4.041382514,4.29709731,4.670280089,5.049153465,5.09882429,5.37207897,5.333642555,5.213292152,5.326966418,5.640921404,5.765561878,6.100162266,5.93248835,6.346832663,6.773932665,7.352537262,7.284521642,7.176639815,7.260257729,7.238006236,7.410792356,7.458879643,7.563654136,7.852506913,8.185367878,8.050452819,8.47843382,8.636014274,8.591970187,8.760745127,8.867967195,8.980839448,8.827796219,8.892293442,8.662824281,8.277892345,7.507211226,7.269344638,7.240367257,6.306851095
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greenland,GRL,6.882676923,8.70504451,7.543542857,9.066758242,8.387287234,8.793316327,9.597580247,9.977040573,12.50497696,9.065412027,8.219137931,9.94440678,11.46412008,11.37518367,11.26028283,10.20254032,4.426961771,14.62346154,7.974979675,11.53330645,11.24936255,10.35388235,10.03974757,6.968003839,10.78529412,9.581071429,6.100242991,4.338040665,9.970492701,8.554122966,9.958938849,9.844738739,8.686745027,9.034637681,9.051873874,9.003207885,9.249499106,9.298464286,9.412620321,9.608716578,9.461120996,9.566086957,9.522319772,9.366951467,10.24499657,10.69152542,11.04479163,11.28207939,11.71815083,10.2217389,11.66377295,12.44034101,10.00501672,10.06293929
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Grenada,GRD,0.244844816,0.200909489,0.277730892,0.157122351,0.233899602,0.232630922,0.309197074,0.386154462,0.42515942,0.503485351,0.465995976,0.506169038,0.507478416,0.587478239,0.393661904,0.515624155,0.521364904,0.528579507,0.57637813,0.538223572,0.535605141,0.647772564,0.669656573,0.649493129,0.633268996,0.623970292,0.659097717,0.737968022,0.972252532,1.059925055,1.104449245,1.140531854,1.207230378,1.231012594,1.438719153,1.49967582,1.527977301,1.668054388,1.737537265,1.915901854,1.876441645,1.908226885,2.011283056,2.113420793,2.000370165,2.101514313,2.237296507,2.301012675,2.434458406,2.425962147,2.487241705,2.408137432,2.572699003,2.873987271
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guam,GUM,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea,GIN,0.114804749,0.169535949,0.178831524,0.18579863,0.183734592,0.179671278,0.182040147,0.180529006,0.182699447,0.17980783,0.187897734,0.191137475,0.193889744,0.18591796,0.193455828,0.193454419,0.202755549,0.20531957,0.204272392,0.212514196,0.214003855,0.21597385,0.209766847,0.198433214,0.19830735,0.195671954,0.190947426,0.184883028,0.185059487,0.18131913,0.175021818,0.168747045,0.159142097,0.15425297,0.163001804,0.159028583,0.156612982,0.153610224,0.146290203,0.147149249,0.145443687,0.144947897,0.145243067,0.144600721,0.141801846,0.122119267,0.119290573,0.119193056,0.209947661,0.210798851,0.236421541,0.245625644,0.221998429,0.192422941
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea-Bissau,GNB,0.029744957,0.047057087,0.064029728,0.074884581,0.091110966,0.10114839,0.099617113,0.070739717,0.09085265,0.083947021,0.097878982,0.10117774,0.089424847,0.146384888,0.134221555,0.146023929,0.120387545,0.12747166,0.125310757,0.131895721,0.172587853,0.164961641,0.161566305,0.158131826,0.174547642,0.182391282,0.18979565,0.196767701,0.21421789,0.223684809,0.163177139,0.16294896,0.162652031,0.162298864,0.158729334,0.155265959,0.151904796,0.163503632,0.136738907,0.150925623,0.111505145,0.1118948,0.112225083,0.138652195,0.14085958,0.14539809,0.144756166,0.151256889,0.145619048,0.146971003,0.145854598,0.146810683,0.147567974,0.146084144
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guyana,GUY,1.169858673,1.266364164,1.129605917,0.995425659,1.020889367,1.657645773,1.782752456,1.969962172,1.957335149,1.98905706,2.272233492,2.130974083,2.193440496,2.502589056,2.129211875,2.467235097,2.333964485,2.491335113,2.660521425,1.946846332,2.274935356,2.285683637,1.788060845,1.597684167,1.816186949,1.854966322,1.383136271,1.75685534,1.911164121,1.630929022,1.573138021,1.553679293,1.4563328,1.451702296,1.916577023,2.013407275,2.079091418,2.168657526,2.247996788,2.268996162,2.168922069,2.146426827,2.126849835,2.108728589,2.193790574,1.935991488,1.735612911,2.095040757,2.083255358,2.085662452,2.282864015,2.357722028,2.63030287,2.544141975
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Heavily indebted poor countries (HIPC),HPC,0.122376515,0.125933896,0.123188013,0.127165482,0.134985106,0.153827519,0.156477481,0.166228783,0.181151145,0.197576535,0.208670729,0.218304188,0.217965364,0.227728421,0.226509014,0.220190733,0.208858781,0.210666096,0.213556014,0.211352991,0.222675687,0.213092144,0.212356013,0.208378466,0.196818954,0.204197446,0.175781171,0.189946275,0.20019367,0.205985407,0.170401955,0.160239308,0.16013537,0.161347345,0.161338891,0.17109452,0.175504726,0.175766346,0.165877753,0.162774613,0.160191046,0.165567503,0.167860776,0.180663487,0.187807056,0.183340152,0.191626305,0.199595653,0.203697365,0.203900262,0.220510141,0.231873478,0.253435419,0.267243631
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,High income,HIC,7.528600714,7.579478976,7.829977265,8.165384363,8.476316955,8.747110499,9.032155748,9.337827808,9.747027277,10.26360093,11.05223107,11.16073236,11.60262469,12.0979801,11.69456412,11.20871776,11.72460701,11.87429417,12.08208589,12.30280325,11.94783061,11.37072837,10.86110374,10.75742402,10.97385629,11.02386425,10.98582383,11.21053184,11.54059669,11.75286991,11.45990071,11.48498304,11.54075453,11.61889459,11.69274115,11.66764266,11.9059857,11.91724728,11.84294587,11.92422839,12.24250665,12.11866192,12.11539117,12.2113754,12.33834309,12.25175615,12.19091193,12.16243931,11.90927226,11.17289239,11.48191812,11.22373318,11.07068046,10.9937091
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Hong Kong SAR  China,HKG,0.960982311,1.064878003,1.115011194,1.242378614,1.20538264,1.336178604,1.42340092,1.627238638,1.631620691,2.008171019,2.122025006,2.264397202,2.251635464,2.191589259,2.463731254,2.469816882,2.768511952,3.104833868,3.375132726,3.222395683,3.291036717,3.605876259,3.742575933,3.931746272,4.139887364,4.217970749,4.651619303,5.057252482,5.238943777,5.337148183,4.791623806,4.979010779,5.705486596,5.925240637,5.183281473,5.112034242,4.525415896,4.731448847,5.975399392,6.465887081,6.067468267,5.65317561,5.877226465,6.441820883,6.148515958,6.439263195,6.133325021,6.321536226,6.320723648,6.045227885,5.802611685,6.193079501,6.072542979,6.260047304
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Hungary,HUN,4.544465241,4.883326797,5.02503803,5.579045568,6.166240754,6.04003721,6.065040728,5.758242269,5.962915575,6.06091396,6.77148766,6.682458042,6.677025672,7.004242405,7.071735479,7.152381214,7.54942716,7.814048438,8.253547228,8.055706328,8.109349235,8.08620576,8.114608938,8.338813278,8.516383853,8.085937427,7.85827798,7.956129524,7.38591771,7.259329314,6.710469301,6.418858426,5.823721681,5.977294089,5.693705766,5.844711547,6.018705804,5.917168052,5.762720948,5.74324842,5.465860201,5.590715986,5.52182927,5.83089647,5.684910755,5.751848927,5.698187039,5.572459521,5.463501182,4.847794745,5.02157825,4.789809729,4.487845,4.188863187
